Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,Wines,Fruits,Meat,Fish,Sweet,Gold,Deal_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Customer_From,Total_Spending,Luxury_Spending,Necessity_Spending,Need_Attention,Luxury_Consumer,CLV
1966,0,0,0.37,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,3,57,3336,88,46,42,1,1,0.026378896882494004
1953,0,1,0.54,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,0,70,3331,421,152,269,0,0,0.12638847193035124
1959,0,1,0.45,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,0,64,3413,259,214,45,1,1,0.07588631702314678
1988,0,1,0.58,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,0,35,3347,1117,401,716,1,0,0.3337317000298775
1957,0,0,0.22,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,2,66,3232,89,35,54,1,0,0.027537128712871287
1965,0,0,0.28,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,2,58,3177,36,14,22,1,0,0.0113314447592068
1982,0,0,0.24,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,1,41,3459,57,28,29,1,0,0.01647875108412836
1970,0,0,0.43,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,2,53,3177,148,112,36,0,1,0.04658482845451684
1959,1,0,0.46,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,2,64,3258,93,87,6,0,1,0.0285451197053407
1967,0,1,0.45,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,1,56,3194,119,107,12,1,1,0.03725735754539762
1975,1,0,0.7,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,1,48,3763,1835,1175,660,1,1,0.4876428381610417
1948,1,0,0.73,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,0,75,3668,1318,958,360,1,1,0.35932388222464556
1970,1,0,0.33,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2,53,3145,45,31,14,1,1,0.014308426073131956
1959,0,0,0.33,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,3,64,3113,10,3,7,1,0,0.0032123353678123997
1951,1,0,0.69,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,0,72,3318,978,430,548,1,0,0.29475587703435807
1976,1,0,0.45,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,1,47,3157,191,159,32,1,1,0.06050047513462148
1988,1,0,0.13,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,1,35,3158,57,21,36,1,0,0.01804939835338822
1946,1,0,0.58,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,77,3382,1033,761,272,0,1,0.30544056771141337
1984,1,0,0.26,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,1,39,3266,66,59,7,0,1,0.02020820575627679
1961,0,0,0.24,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,62,3122,43,11,32,1,0,0.013773222293401666
1983,0,0,0.21,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,1,40,3679,50,17,33,1,0,0.01359064963305246
1970,1,1,0.27,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,1,53,3221,39,37,2,1,1,0.012108040981061783
1966,0,0,0.53,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,1,57,3439,608,473,135,1,1,0.17679558011049723
1976,0,0,0.65,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,0,47,3575,1581,798,783,0,1,0.44223776223776223
1964,1,0,0.39,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,2,59,3599,68,46,22,0,1,0.018894137260350097
1978,0,0,0.21,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,45,3766,80,37,43,1,0,0.021242697822623474
1989,1,0,0.58,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,0,34,3516,1282,568,714,1,0,0.3646188850967008
1988,0,0,0.33,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,1,35,3503,91,45,46,1,0,0.025977733371395945
1973,0,0,0.44,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,2,50,3604,315,247,68,1,1,0.08740288568257491
1977,0,0,0.26,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,2,46,3290,31,17,14,0,1,0.009422492401215805
1980,1,0,0.61,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,0,43,3155,834,664,170,1,1,0.26434231378763867
1954,0,0,0.7,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,0,69,3391,1600,570,1030,1,0,0.4718372161604247
1954,0,0,0.76,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,0,69,3636,1270,516,754,0,0,0.3492849284928493
1973,1,1,0.4,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,2,50,3198,263,175,88,1,1,0.08223889931207004
1952,0,1,0.6,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,1,71,3108,535,487,48,1,1,0.17213642213642213
1968,0,1,0.66,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,0,55,3310,1295,357,938,1,0,0.39123867069486407
1978,0,1,0.55,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,1,45,3366,1150,641,509,1,1,0.34165181224004754
1977,1,0,0.9,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,0,46,3712,1240,821,419,1,1,0.33405172413793105
1965,1,1,0.35,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,2,58,3455,38,25,13,1,1,0.010998552821997106
1984,1,1,0.15,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,0,39,3704,35,21,14,0,1,0.009449244060475162
1988,0,0,0.25,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,1,35,3311,53,21,32,1,0,0.0160072485653881
1963,1,1,0.42,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,2,60,3520,293,102,191,1,0,0.08323863636363636
1966,0,0,0.38,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1,57,3129,65,58,7,1,1,0.020773410035155003
1954,0,1,0.56,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1,69,3765,1804,1362,442,0,1,0.4791500664010624
1956,0,0,0.4,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,1,67,3563,241,80,161,0,0,0.0676396295256806
1954,0,0,0.68,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,0,69,3211,1101,625,476,0,1,0.3428838368109623
1968,1,0,0.38,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,2,55,3740,264,234,30,1,1,0.07058823529411765
1974,1,0,0.4,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,2,49,3632,541,454,87,0,1,0.14895374449339208
1985,0,0,0.62,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,0,38,3529,1198,293,905,1,0,0.3394729385094928
1977,0,0,0.35,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,1,46,3197,482,260,222,1,1,0.15076634344698153
1978,1,1,0.45,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,45,3156,17,13,4,0,1,0.005386565272496832
1948,1,0,0.73,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,0,75,3334,1615,1092,523,1,1,0.4844031193761248
1954,1,1,0.38,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,1,69,3410,285,248,37,0,1,0.08357771260997067
1980,0,0,0.61,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1,43,3700,1135,867,268,1,1,0.30675675675675673
1988,1,0,0.39,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,1,35,3187,114,48,66,1,0,0.035770316912456857
1969,0,0,0.63,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,0,54,3335,1047,387,660,1,0,0.3139430284857571
1970,1,0,0.68,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,2,53,3184,714,534,180,0,1,0.2242462311557789
1980,1,0,0.26,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,1,43,3648,185,158,27,1,1,0.05071271929824561
1962,0,1,0.55,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1,61,3767,1245,989,256,1,1,0.3305017255110167
1978,0,0,0.36,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,1,45,3568,189,170,19,1,1,0.05297085201793722
1976,0,0,0.44,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,47,3720,576,479,97,1,1,0.15483870967741936
1952,0,1,0.44,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1,71,3675,1103,879,224,0,1,0.3001360544217687
1972,1,0,0.7,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,0,51,3798,1753,809,944,1,0,0.4615587151132175
1986,1,0,0.29,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,1,37,3241,17,4,13,1,0,0.005245294662141314
1966,0,1,0.32,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,2,57,3574,433,270,163,1,1,0.12115277000559597
1962,1,1,0.72,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1,61,3648,1588,1010,578,0,1,0.43530701754385964
1971,0,0,0.33,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,1,52,3518,22,6,16,1,0,0.0062535531552018195
1951,0,1,0.12,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,0,72,3182,19,4,15,1,0,0.005971087366436203
1965,1,0,0.54,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1,58,3571,1117,594,523,1,1,0.31279753570428454
1975,1,0,0.18,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,1,48,3310,69,26,43,1,0,0.02084592145015106
1982,1,0,0.2,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,1,41,3315,23,19,4,1,1,0.0069381598793363496
1958,1,1,0.7,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,1,65,3376,605,426,179,1,1,0.17920616113744076
1973,0,1,0.05,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,1,50,3293,57,25,32,1,0,0.01730944427573641
1968,0,1,0.64,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,0,55,3352,2088,921,1167,1,0,0.6229116945107399
1958,0,0,0.56,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1,65,3661,1009,420,589,1,0,0.2756077574433215
1971,0,1,0.19,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,1,52,3441,26,15,11,1,1,0.007555943039814008
1990,0,0,0.64,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,0,33,3321,1627,740,887,0,0,0.4899126769045468
1958,0,0,0.53,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1,65,3789,1102,941,161,1,1,0.29084191079440486
1964,1,0,0.27,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,59,3132,17,12,5,1,1,0.005427841634738187
1972,0,0,0.7,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1,51,3513,1690,1298,392,1,1,0.4810703102761173
1953,0,0,0.65,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1,70,3644,1390,1002,388,1,1,0.3814489571899012
1988,1,0,0.59,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,35,3775,2126,1036,1090,1,0,0.5631788079470199
1969,1,0,0.57,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1,54,3716,1531,1030,501,1,1,0.4120021528525296
1975,1,1,0.26,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,1,48,3394,64,29,35,1,0,0.01885680612846199
1985,0,1,0.25,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,1,38,3353,26,14,12,1,1,0.007754249925439905
1974,0,1,0.9,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,0,49,3558,1112,316,796,0,0,0.31253513209668354
1958,1,0,0.22,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,65,3753,210,70,140,1,0,0.055955235811350916
1967,0,0,0.66,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,2,56,3777,1148,680,468,1,1,0.30394492983849614
1974,1,1,0.26,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,1,49,3732,33,25,8,1,1,0.008842443729903537
1961,1,0,0.55,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1,62,3729,1101,939,162,1,1,0.29525341914722447
1964,0,1,0.4,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,1,59,3723,322,150,172,1,0,0.08648939027665861
1964,0,1,0.15,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,2,59,3498,44,22,22,1,0,0.012578616352201259
1957,1,1,0.35,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,66,3311,17,13,4,0,1,0.005134400483237693
1979,0,1,0.12,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,44,3735,31,14,17,1,0,0.008299866131191432
1968,1,1,0.61,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,2,55,3511,845,578,267,1,1,0.24067217317003703
1970,1,0,0.38,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,1,53,3120,275,174,101,1,1,0.08814102564102565
1978,1,0,0.32,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,45,3691,25,14,11,1,1,0.00677323218639935
1952,1,0,0.38,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,2,71,3619,275,197,78,0,1,0.07598784194528875
1966,1,0,0.33,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,2,57,3580,90,58,32,1,1,0.025139664804469275
1963,0,0,0.7,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,0,60,3111,1495,724,771,1,0,0.4805528768884603
1970,1,0,0.32,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,2,53,3730,184,146,38,1,1,0.04932975871313673
1970,0,0,0.64,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,0,53,3483,981,298,683,0,0,0.28165374677002586
1970,0,0,0.18,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,1,53,3376,67,31,36,0,0,0.019845971563981043
1953,0,1,0.6,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,0,70,3753,1635,924,711,1,1,0.43565147881694644
1983,1,1,0.27,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,1,40,3209,60,22,38,0,0,0.01869741352446245
1975,1,0,0.54,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,1,48,3253,231,180,51,0,1,0.07101137411620043
1960,0,0,0.25,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,2,63,3192,48,17,31,1,0,0.015037593984962405
1963,0,1,0.28,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,2,60,3616,99,43,56,1,0,0.027378318584070797
1963,1,0,0.58,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,1,60,3394,770,632,138,1,1,0.22687094873305833
1956,0,1,0.53,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,0,67,3636,957,378,579,1,0,0.2632013201320132
1981,1,0,0.68,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,42,3168,818,83,735,0,0,0.2582070707070707
1986,1,1,0.61,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,0,37,3561,925,250,675,1,0,0.2597584948048301
1968,1,1,0.55,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,55,3542,908,766,142,1,1,0.256352343308865
1981,0,0,0.2,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,1,42,3611,102,21,81,1,0,0.028247022985322626
1976,0,0,0.44,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,47,3720,576,479,97,1,1,0.15483870967741936
1946,0,0,0.32,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,77,3775,317,112,205,0,0,0.08397350993377484
1974,1,0,0.57,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,1,49,3228,461,270,191,1,1,0.14281288723667906
1975,1,0,0.38,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,2,48,3181,37,29,8,0,1,0.011631562401760453
1974,0,0,0.26,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,1,49,3460,70,35,35,1,0,0.02023121387283237
1952,0,0,0.66,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,0,71,3624,930,378,552,0,0,0.25662251655629137
1956,1,0,0.44,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,2,67,3645,859,420,439,1,0,0.23566529492455418
1966,0,1,0.7,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,0,57,3156,1478,423,1055,0,0,0.46831432192648925
1949,1,1,0.3,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,0,74,3489,390,299,91,1,1,0.1117798796216681
1984,1,0,0.27,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,0,39,3468,52,32,20,0,1,0.014994232987312572
1969,0,0,0.33,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,1,54,3292,137,53,84,1,0,0.041616038882138516
1980,0,0,0.72,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,0,43,3714,1919,980,939,1,1,0.5166935918147549
1971,0,0,0.13,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,2,52,3273,68,21,47,1,0,0.020776046440574396
1965,0,0,0.25,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,2,58,3582,25,17,8,0,1,0.006979341150195421
1952,1,0,0.48,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1,71,3783,1374,1281,93,1,1,0.36320380650277556
1988,1,1,0.3,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,1,35,3587,32,14,18,0,0,0.008921103986618344
1986,1,0,0.36,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,1,37,3640,100,76,24,1,1,0.027472527472527472
1982,0,1,0.6,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,0,41,3641,825,433,392,1,1,0.22658610271903323
1965,1,1,0.5,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,1,58,3212,916,836,80,1,1,0.2851805728518057
1958,0,1,0.3,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2,65,3182,62,46,16,1,1,0.01948460087994972
1956,1,0,0.51,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,1,67,3368,728,541,187,1,1,0.2161520190023753
1978,1,0,0.4,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,1,45,3228,90,37,53,1,0,0.027881040892193308
1988,0,1,0.34,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,1,35,3185,273,132,141,1,0,0.08571428571428572
1984,0,0,0.2,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,1,39,3292,66,39,27,1,1,0.020048602673147023
1961,1,0,0.71,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,0,62,3566,1213,588,625,1,0,0.3401570386988222
1966,0,1,0.23,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,57,3757,107,16,91,1,0,0.02848017034868246
1947,0,1,0.68,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,0,76,3224,1157,686,471,1,1,0.3588709677419355
1964,1,0,0.56,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,1,59,3400,546,519,27,1,1,0.16058823529411764
1992,1,0,0.37,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,0,31,3536,241,169,72,0,1,0.06815610859728506
1976,0,1,0.1,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,1,47,3270,53,20,33,1,0,0.01620795107033639
1967,0,0,0.19,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,56,3352,37,27,10,0,1,0.0110381861575179
1989,0,0,0.45,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,0,34,3499,1611,922,689,1,1,0.46041726207487854
1976,1,1,0.62,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,0,47,3616,1508,782,726,1,1,0.4170353982300885
1966,0,0,0.47,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,2,57,3302,235,202,33,0,1,0.07116898849182314
1956,1,0,0.24,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,2,67,3218,32,25,7,1,1,0.009944064636420136
1972,0,0,0.34,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,51,3443,102,71,31,1,1,0.029625326749927388
1985,0,1,0.58,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,1,38,3792,401,141,260,1,0,0.10574894514767932
1951,0,0,0.26,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,2,72,3456,28,17,11,1,1,0.008101851851851851
1970,0,1,0.45,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,3,53,3418,1052,758,294,1,1,0.30778232884727913
1971,0,0,0.56,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,1,52,3636,680,489,191,0,1,0.18701870187018702
1974,0,0,0.29,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,1,49,3471,30,12,18,1,0,0.00864304235090752
1965,1,1,0.4,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,58,3248,20,17,3,0,1,0.006157635467980296
1961,1,1,0.56,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1,62,3615,1307,804,503,1,1,0.3615491009681881
1953,0,1,0.35,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,1,70,3642,630,465,165,1,1,0.17298187808896212
1957,0,0,0.54,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,66,3467,1283,918,365,1,1,0.3700605710989328
1976,1,1,0.12,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,1,47,3470,65,30,35,1,0,0.018731988472622477
1984,0,0,0.23,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,1,39,3342,37,24,13,0,1,0.011071214841412328
1950,1,0,0.47,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,3,73,3524,38,33,5,1,1,0.010783200908059024
1986,1,1,0.25,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,1,37,3609,160,79,81,0,0,0.04433361041839845
1983,0,1,0.2,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,1,40,3547,23,13,10,1,1,0.006484352974344516
1989,1,1,0.29,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,34,3399,71,46,25,1,1,0.020888496616651958
1956,1,0,0.58,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1,67,3560,1161,932,229,1,1,0.326123595505618
1971,1,0,0.3,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,52,3643,59,41,18,0,1,0.016195443315948393
